ID,AveragePrice
0,1.5901555
1,1.2872009
2,1.7579055
3,0.93210495
4,1.1654019
5,1.2688544
6,1.6096131
7,1.4157943
8,1.5494678
9,1.7490754
10,1.4053185
11,1.3403014
12,1.7528739
13,1.6406635
14,1.6250849
15,1.2552817
16,1.2519107
17,1.5771009
18,1.2968706
19,1.6760144
20,0.9056085
21,0.8690851
22,1.2236636
23,1.783573
24,0.982033
25,1.8373017
26,1.010093
27,1.467513
28,1.4319918
29,1.3529768
30,1.2709172
31,1.3132501
32,1.5547551
33,1.1145904
34,1.2024977
35,1.393105
36,1.8878165
37,1.1338696
38,1.726787
39,1.3937178
40,1.3839335
41,1.8226467
42,1.2552929
43,1.6701269
44,1.3309959
45,1.6526195
46,1.1353458
47,1.1852794
48,1.6091881
49,0.86210704
50,1.7843553
51,1.5117521
52,1.6560034
53,1.3914716
54,1.9588559
55,1.7637143
56,1.316493
57,1.598015
58,1.2247041
59,1.8794332
60,1.6156161
61,1.7209219
62,2.1390767
63,1.0634608
64,1.0588017
65,1.4922884
66,1.213382
67,1.4441901
68,1.3978052
69,1.7806762
70,1.8158103
71,1.3837733
72,1.214766
73,1.2344141
74,1.4549739
75,1.2066376
76,1.4163804
77,1.4321743
78,1.0630803
79,0.93303
80,1.547062
81,1.4673293
82,1.4853327
83,2.1224656
84,1.2321544
85,1.6822244
86,1.8329033
87,1.6362445
88,1.2505405
89,2.1222558
90,1.1088707
91,1.2160072
92,1.2373873
93,1.840578
94,1.7448019
95,1.7072358
96,1.5905212
97,1.6357951
98,1.6094875
99,1.6684102
100,1.2439057
101,1.7307388
102,1.1475506
103,1.3885558
104,1.5182662
105,1.231151
106,1.1271286
107,1.5058432
108,1.1162388
109,1.232503
110,1.7344733
111,1.1184103
112,1.8806728
113,1.679906
114,1.4650513
115,1.6985371
116,2.2563891
117,1.43244
118,1.7000529
119,1.2487814
120,1.5902562
121,1.1358967
122,1.4005578
123,1.7716683
124,1.7374718
125,1.6500597
126,1.436032
127,1.2446098
128,1.240362
129,1.7694821
130,1.1200962
131,1.4126506
132,2.047155
133,1.7480199
134,1.775442
135,1.309164
136,1.0345861
137,1.6450601
138,1.32483
139,1.4715767
140,1.6377633
141,1.6360896
142,1.5044674
143,1.551484
144,1.6353899
145,1.3267922
146,1.6814456
147,1.5522738
148,1.3948716
149,1.1259538
150,1.5908045
151,0.7596087
152,1.7711953
153,0.91418624
154,1.238334
155,0.9433329
156,1.8966591
157,1.0093185
158,1.3669841
159,1.8081247
160,1.2118698
161,1.878596
162,1.4290466
163,0.8177675
164,1.0508425
165,1.769053
166,1.7708904
167,0.9016528
168,0.87309694
169,1.6358255
170,1.6085979
171,1.7224729
172,1.8094625
173,1.4018157
174,2.411812
175,1.3660537
176,1.3638498
177,1.642788
178,1.2981062
179,1.385735
180,2.3394182
181,1.4975921
182,1.1186846
183,1.5683552
184,1.6654764
185,1.1665251
186,1.7258655
187,1.485988
188,1.8399729
189,1.5858843
190,1.760823
191,1.0129355
192,1.7067229
193,1.1064711
194,1.4745566
195,1.262528
196,1.8957899
197,1.3434746
198,1.4584823
199,1.9103284
200,1.5544463
201,1.5047014
202,1.3329761
203,1.1297574
204,1.7823356
205,1.584929
206,1.827982
207,1.4759555
208,1.2444787
209,1.1056349
210,1.4444213
211,1.2386911
212,1.213528
213,1.2690938
214,1.1519315
215,1.2802312
216,1.6478662
217,1.3566616
218,1.7992686
219,1.76882
220,1.6010752
221,1.0384984
222,1.5489823
223,1.2436737
224,1.2774832
225,1.7138648
226,1.1317487
227,1.9165406
228,1.402831
229,0.93494654
230,0.77702826
231,1.1314454
232,1.7324765
233,1.3921309
234,1.7427351
235,1.7152883
236,1.571148
237,1.8019588
238,1.2875124
239,1.305469
240,1.6178579
241,0.78022635
242,1.3675312
243,1.7832329
244,1.236672
245,1.9724485
246,1.4657767
247,1.2510791
248,1.5221281
249,1.2323768
250,1.797953
251,1.3089025
252,1.2625304
253,1.0960774
254,1.4838035
255,1.1637381
256,1.277339
257,1.6176426
258,1.1800439
259,1.2116151
260,1.3013498
261,1.2179484
262,0.8189858
263,1.4572716
264,1.0939822
265,1.229049
266,1.7371185
267,1.2274747
268,1.74649
269,1.123701
270,1.4323368
271,1.4293251
272,2.3067582
273,0.78664434
274,1.1837664
275,1.2949915
276,1.50003
277,1.1490995
278,1.6207525
279,1.7647796
280,1.550107
281,1.0198183
282,2.0192235
283,1.4271057
284,1.0543275
285,1.6817484
286,0.91990346
287,1.9184461
288,0.8668119
289,1.8296714
290,1.371845
291,1.8252562
292,1.287025
293,1.169936
294,1.6408564
295,1.558099
296,1.7772219
297,1.1646674
298,1.5938988
299,1.7306384
300,1.5767406
301,1.131356
302,1.1558728
303,0.79841095
304,1.3143616
305,1.8529603
306,1.4127593
307,1.4426935
308,1.4320202
309,1.6027002
310,1.678927
311,1.8814788
312,1.2578932
313,1.3231461
314,1.2105083
315,1.4035838
316,1.4893762
317,1.4225758
318,1.6083213
319,1.2939856
320,1.6605994
321,1.4752905
322,1.5844743
323,1.2389083
324,0.8821604
325,1.7615544
326,1.3839462
327,1.1048739
328,0.7891143
329,0.80297977
330,1.1941986
331,1.8526012
332,1.7653011
333,1.7812332
334,1.1696899
335,1.5183774
336,1.3740001
337,2.0194373
338,0.9092176
339,1.0101578
340,1.0118387
341,1.0763556
342,0.8493018
343,1.2315966
344,1.3102403
345,1.594477
346,1.3137608
347,1.2307613
348,1.1394088
349,1.2239563
350,1.9448817
351,1.0811056
352,1.7404855
353,1.1726406
354,1.6821455
355,1.3296914
356,2.2730975
357,1.76329
358,1.2190356
359,0.89119303
360,1.6316503
361,1.5605775
362,1.0565454
363,1.5931298
364,1.7327042
365,1.4398129
366,1.6676528
367,1.4299965
368,1.3633366
369,1.8689318
370,1.6728077
371,1.4759071
372,1.2931863
373,1.5855656
374,1.0797691
375,1.6228713
376,1.1431003
377,1.8196054
378,1.0711911
379,1.5631542
380,1.391452
381,1.4605017
382,1.8133434
383,1.6545899
384,1.2453833
385,1.364811
386,1.1796664
387,1.7630787
388,0.9841988
389,1.2717867
390,1.6479697
391,1.6314878
392,1.2019366
393,0.9644944
394,1.536226
395,1.0971482
396,1.5634178
397,1.6185925
398,1.4804689
399,1.4768691
400,1.0509977
401,1.5972539
402,1.5444925
403,0.8804771
404,0.95732063
405,1.75929
406,1.275959
407,1.4839153
408,2.1588626
409,1.2544
410,0.9563724
411,2.016854
412,1.6718749
413,1.7209293
414,1.1835068
415,1.5883546
416,1.1188748
417,1.7732326
418,1.6364605
419,1.4356229
420,1.4161763
421,1.2013842
422,1.387423
423,1.6155905
424,0.8061267
425,1.508326
426,1.5821048
427,1.8315966
428,1.8331649
429,1.5733517
430,1.0202796
431,1.4885373
432,2.2836099
433,1.7196517
434,0.97585905
435,1.2566018
436,1.1848016
437,1.5232327
438,0.78891546
439,1.4465463
440,1.2713255
441,1.5388888
442,1.3288758
443,1.6463927
444,1.1271231
445,1.2917541
446,1.400714
447,1.1872282
448,1.630662
449,1.2564962
450,1.455995
451,0.88098764
452,2.032291
453,1.2673064
454,1.222956
455,1.8239127
456,2.0506754
457,1.0921849
458,1.3341204
459,1.7533039
460,1.5284944
461,2.440067
462,1.6778088
463,1.4076972
464,1.6603494
465,0.826175
466,1.7362876
467,1.5946866
468,1.5180606
469,1.1801963
470,1.335953
471,1.1464798
472,1.1809044
473,1.6734611
474,1.7314041
475,1.2378868
476,0.9407877
477,1.678964
478,0.9831636
479,1.566612
480,1.3885251
481,1.3204284
482,1.379498
483,1.7924736
484,1.0660201
485,1.753739
486,1.1868389
487,1.3450263
488,0.80636454
489,1.1789815
490,1.2664275
491,1.0285692
492,1.6278082
493,1.3014754
494,1.4831767
495,1.8404834
496,1.7636667
497,1.4442575
498,1.2852931
499,1.6734874
500,1.4283946
501,1.6610041
502,1.723947
503,1.6625854
504,1.1148827
505,1.2047496
506,1.163362
507,1.3854368
508,1.7853355
509,2.3548257
510,1.3932348
511,1.2785072
512,1.5431414
513,1.2192454
514,1.5938759
515,1.7426244
516,1.8321368
517,1.8519381
518,2.2687545
519,1.6939944
520,1.5691425
521,1.2438459
522,1.89714
523,1.3918431
524,1.1713675
525,2.0547166
526,1.207778
527,1.9687586
528,1.3984967
529,1.3840649
530,1.834864
531,1.6662935
532,0.8777675
533,1.2994902
534,1.1876559
535,1.154809
536,1.7109412
537,1.5664208
538,1.3876629
539,1.2075207
540,1.2187572
541,1.270097
542,1.6036777
543,2.000632
544,1.8862084
545,1.5915151
546,1.050544
547,1.3089411
548,1.6516861
549,1.4689046
550,1.466222
551,1.6068666
552,1.6262664
553,1.744662
554,1.2081659
555,1.4707565
556,1.2507781
557,1.5852662
558,0.77706
559,0.9137224
560,1.4779122
561,1.3444915
562,1.6889611
563,0.9191833
564,0.93245715
565,0.76561683
566,1.3950168
567,0.8154651
568,1.4818591
569,1.2086546
570,1.6523159
571,1.8225486
572,1.3775232
573,1.3930116
574,1.0098066
575,1.2460802
576,1.2436864
577,1.4347546
578,1.1095872
579,1.6051981
580,1.6248021
581,1.1620619
582,1.4040184
583,0.8177675
584,1.5540051
585,1.1475086
586,1.802242
587,2.0316825
588,1.3480633
589,1.3928425
590,1.1069038
591,1.3864031
592,1.568872
593,1.0591462
594,1.5913143
595,1.055162
596,1.0948792
597,1.3573215
